date,component,country,rolling_corr
1990-04-01,GDP,Japan,-0.358682384177491
1990-07-01,GDP,Japan,-0.25113066102064635
1990-10-01,GDP,Japan,-0.20539086372315918
1991-01-01,GDP,Japan,-0.2025321314524134
1991-04-01,GDP,Japan,-0.14902383989703805
1991-07-01,GDP,Japan,-0.11796898385173182
1991-10-01,GDP,Japan,-0.09864771744702387
1992-01-01,GDP,Japan,-0.10846036988458832
1992-04-01,GDP,Japan,0.2150906521441454
1992-07-01,GDP,Japan,0.3804481593124508
1992-10-01,GDP,Japan,0.37396705619290666
1993-01-01,GDP,Japan,0.3644932875234787
1993-04-01,GDP,Japan,0.6965161033827739
1993-07-01,GDP,Japan,0.6364964687508947
1993-10-01,GDP,Japan,0.4202148096300289
1994-01-01,GDP,Japan,0.3615635578342531
1994-04-01,GDP,Japan,0.20935860591592145
1994-07-01,GDP,Japan,0.21060397194538721
1994-10-01,GDP,Japan,0.31848103576930575
1995-01-01,GDP,Japan,0.18901437550551817
1995-04-01,GDP,Japan,0.1066434022140783
1995-07-01,GDP,Japan,0.06256213974429212
1995-10-01,GDP,Japan,0.034918292652429635
1996-01-01,GDP,Japan,0.09917649549151285
1996-04-01,GDP,Japan,0.22397310147842844
1996-07-01,GDP,Japan,0.33827132194281256
1996-10-01,GDP,Japan,0.5301458848374163
1997-01-01,GDP,Japan,0.6827703526979875
1997-04-01,GDP,Japan,0.785278747697908
1997-07-01,GDP,Japan,0.8380118312898459
1997-10-01,GDP,Japan,0.865592095176225
1998-01-01,GDP,Japan,0.903155003290261
1998-04-01,GDP,Japan,0.8474586741706319
1998-07-01,GDP,Japan,0.78793888264484
1998-10-01,GDP,Japan,0.716724051077359
1999-01-01,GDP,Japan,0.7391437865239426
1999-04-01,GDP,Japan,0.785962915619194
1999-07-01,GDP,Japan,0.8008589287220554
1999-10-01,GDP,Japan,0.8279834782575107
2000-01-01,GDP,Japan,0.8555242608692696
2000-04-01,GDP,Japan,0.8631458561106974
2000-07-01,GDP,Japan,0.8613617457746565
2000-10-01,GDP,Japan,0.8550910798019852
2001-01-01,GDP,Japan,0.8307955553055079
2001-04-01,GDP,Japan,0.8252154496614629
2001-07-01,GDP,Japan,0.8102387679844869
2001-10-01,GDP,Japan,0.7639141137527515
2002-01-01,GDP,Japan,0.697647091364915
2002-04-01,GDP,Japan,0.6285177465665747
2002-07-01,GDP,Japan,0.5165127546258972
2002-10-01,GDP,Japan,0.3452178646898551
2003-01-01,GDP,Japan,0.28698443629645276
2003-04-01,GDP,Japan,0.2444722369712377
2003-07-01,GDP,Japan,0.19551727269302124
2003-10-01,GDP,Japan,0.31644421228662845
2004-01-01,GDP,Japan,0.22026117273567022
2004-04-01,GDP,Japan,0.10297166224722701
2004-07-01,GDP,Japan,-0.03371985929896588
2004-10-01,GDP,Japan,-0.3849955985851969
2005-01-01,GDP,Japan,-0.36566406391277884
2005-04-01,GDP,Japan,-0.2384799973797677
2005-07-01,GDP,Japan,-0.14853752866771266
2005-10-01,GDP,Japan,-0.13362726183417836
2006-01-01,GDP,Japan,-0.011041688418222282
2006-04-01,GDP,Japan,-0.09762774327409227
2006-07-01,GDP,Japan,-0.23533826725968593
2006-10-01,GDP,Japan,-0.48017261754454954
2007-01-01,GDP,Japan,-0.47977545300234725
2007-04-01,GDP,Japan,-0.4361884646381998
2007-07-01,GDP,Japan,-0.411002003098773
2007-10-01,GDP,Japan,-0.5522737096698894
2008-01-01,GDP,Japan,-0.37790767323747715
2008-04-01,GDP,Japan,-0.03642246208286168
2008-07-01,GDP,Japan,0.09582685424665485
2008-10-01,GDP,Japan,-0.008694212280702539
2009-01-01,GDP,Japan,0.1990290617153043
2009-04-01,GDP,Japan,0.3128976439885106
2009-07-01,GDP,Japan,0.33662070782520376
2009-10-01,GDP,Japan,0.3994734050001322
2010-01-01,GDP,Japan,0.43365245462931556
2010-04-01,GDP,Japan,0.43810262379144904
2010-07-01,GDP,Japan,0.43277259968091053
2010-10-01,GDP,Japan,0.43268711723498
2011-01-01,GDP,Japan,0.4319790630121272
2011-04-01,GDP,Japan,0.45437739963495827
2011-07-01,GDP,Japan,0.4728047050771197
2011-10-01,GDP,Japan,0.4917804638083356
2012-01-01,GDP,Japan,0.5032256715825303
2012-04-01,GDP,Japan,0.53211283068359
2012-07-01,GDP,Japan,0.5702634176107285
2012-10-01,GDP,Japan,0.6981644330748658
2013-01-01,GDP,Japan,0.7142639634478473
2013-04-01,GDP,Japan,0.6457559050102083
2013-07-01,GDP,Japan,0.7052601669039823
2013-10-01,GDP,Japan,0.7424242436688355
2014-01-01,GDP,Japan,0.6114034073677092
2014-04-01,GDP,Japan,0.4587988175067738
2014-07-01,GDP,Japan,0.3847303166299307
2014-10-01,GDP,Japan,0.29911287930542757
2015-01-01,GDP,Japan,-0.01641329028532173
2015-04-01,GDP,Japan,-0.11229407844034864
2015-07-01,GDP,Japan,-0.13297986316878832
2015-10-01,GDP,Japan,-0.14281426472267678
2016-01-01,GDP,Japan,-0.15842045213637415
2016-04-01,GDP,Japan,-0.11775806148323521
2016-07-01,GDP,Japan,-0.1090047720815065
2016-10-01,GDP,Japan,-0.08785417805389459
2017-01-01,GDP,Japan,-0.20145028744343563
2017-04-01,GDP,Japan,-0.11751674627919374
2017-07-01,GDP,Japan,0.19156465845572793
2017-10-01,GDP,Japan,0.4235461102972822
2018-01-01,GDP,Japan,0.5454194057167089
2018-04-01,GDP,Japan,0.6554011714538376
2018-07-01,GDP,Japan,0.6471802444205118
2018-10-01,GDP,Japan,0.6680643440261301
2019-01-01,GDP,Japan,0.7224984863787486
2019-04-01,GDP,Japan,0.7555259918943342
2019-07-01,GDP,Japan,0.790876715044735
2019-10-01,GDP,Japan,0.42863020890446046
2020-01-01,GDP,Japan,0.34817433975909884
2020-04-01,GDP,Japan,0.7906404013514582
2020-07-01,GDP,Japan,0.827278719895777
2020-10-01,GDP,Japan,0.8281488301088842
2021-01-01,GDP,Japan,0.8235656711473777
2021-04-01,GDP,Japan,0.8030023933533076
2021-07-01,GDP,Japan,0.7865634247913766
2021-10-01,GDP,Japan,0.7664747660855973
2022-01-01,GDP,Japan,0.7611269607467547
2022-04-01,GDP,Japan,0.7495814009854438
2022-07-01,GDP,Japan,0.7475729909900504
2022-10-01,GDP,Japan,0.7437112355286736
2023-01-01,GDP,Japan,0.7327688947754301
2023-04-01,GDP,Japan,0.7192861465136828
2023-07-01,GDP,Japan,0.7112343047635922
2023-10-01,GDP,Japan,0.7031294293918162
2024-01-01,GDP,Japan,0.6861548826282413
2024-04-01,GDP,Japan,0.6585872805977052
2024-07-01,GDP,Japan,0.6308318260088797
2024-10-01,GDP,Japan,0.7396185621896585
2025-01-01,GDP,Japan,0.8037985510243786
2025-04-01,GDP,Japan,0.5890808335219035
2025-07-01,GDP,Japan,0.42018991129725697
2025-10-01,GDP,Japan,0.16878669240064478
1975-01-01,GDP,Malaysia,NA
1975-04-01,GDP,Malaysia,NA
1975-07-01,GDP,Malaysia,NA
1975-10-01,GDP,Malaysia,NA
1976-01-01,GDP,Malaysia,NA
1976-04-01,GDP,Malaysia,NA
1976-07-01,GDP,Malaysia,NA
1976-10-01,GDP,Malaysia,NA
1977-01-01,GDP,Malaysia,NA
1977-04-01,GDP,Malaysia,NA
1977-07-01,GDP,Malaysia,NA
1977-10-01,GDP,Malaysia,NA
1978-01-01,GDP,Malaysia,NA
1978-04-01,GDP,Malaysia,NA
1978-07-01,GDP,Malaysia,NA
1978-10-01,GDP,Malaysia,NA
1979-01-01,GDP,Malaysia,NA
1979-04-01,GDP,Malaysia,NA
1979-07-01,GDP,Malaysia,NA
1979-10-01,GDP,Malaysia,NA
1980-01-01,GDP,Malaysia,NA
1980-04-01,GDP,Malaysia,NA
1980-07-01,GDP,Malaysia,NA
1980-10-01,GDP,Malaysia,NA
1981-01-01,GDP,Malaysia,NA
1981-04-01,GDP,Malaysia,NA
1981-07-01,GDP,Malaysia,NA
1981-10-01,GDP,Malaysia,NA
1982-01-01,GDP,Malaysia,NA
1982-04-01,GDP,Malaysia,NA
1982-07-01,GDP,Malaysia,NA
1982-10-01,GDP,Malaysia,NA
1983-01-01,GDP,Malaysia,NA
1983-04-01,GDP,Malaysia,NA
1983-07-01,GDP,Malaysia,NA
1983-10-01,GDP,Malaysia,NA
1984-01-01,GDP,Malaysia,NA
1984-04-01,GDP,Malaysia,NA
1984-07-01,GDP,Malaysia,NA
1984-10-01,GDP,Malaysia,NA
1985-01-01,GDP,Malaysia,NA
1985-04-01,GDP,Malaysia,NA
1985-07-01,GDP,Malaysia,NA
1985-10-01,GDP,Malaysia,NA
1986-01-01,GDP,Malaysia,NA
1986-04-01,GDP,Malaysia,NA
1986-07-01,GDP,Malaysia,NA
1986-10-01,GDP,Malaysia,NA
1987-01-01,GDP,Malaysia,NA
1987-04-01,GDP,Malaysia,NA
1987-07-01,GDP,Malaysia,NA
1987-10-01,GDP,Malaysia,NA
1988-01-01,GDP,Malaysia,NA
1988-04-01,GDP,Malaysia,NA
1988-07-01,GDP,Malaysia,NA
1988-10-01,GDP,Malaysia,NA
1989-01-01,GDP,Malaysia,NA
1989-04-01,GDP,Malaysia,NA
1989-07-01,GDP,Malaysia,NA
1989-10-01,GDP,Malaysia,NA
1990-01-01,GDP,Malaysia,NA
1990-04-01,GDP,Malaysia,NA
1990-07-01,GDP,Malaysia,NA
1990-10-01,GDP,Malaysia,NA
1991-01-01,GDP,Malaysia,NA
1991-04-01,GDP,Malaysia,NA
1991-07-01,GDP,Malaysia,NA
1991-10-01,GDP,Malaysia,NA
1992-01-01,GDP,Malaysia,NA
1992-04-01,GDP,Malaysia,NA
1992-07-01,GDP,Malaysia,NA
1992-10-01,GDP,Malaysia,NA
1993-01-01,GDP,Malaysia,NA
1993-04-01,GDP,Malaysia,NA
1993-07-01,GDP,Malaysia,NA
1993-10-01,GDP,Malaysia,NA
1994-01-01,GDP,Malaysia,NA
1994-04-01,GDP,Malaysia,NA
1994-07-01,GDP,Malaysia,NA
1994-10-01,GDP,Malaysia,NA
1995-01-01,GDP,Malaysia,NA
1995-04-01,GDP,Malaysia,NA
1995-07-01,GDP,Malaysia,NA
1995-10-01,GDP,Malaysia,NA
1996-01-01,GDP,Malaysia,NA
1996-04-01,GDP,Malaysia,NA
1996-07-01,GDP,Malaysia,NA
1996-10-01,GDP,Malaysia,NA
1997-01-01,GDP,Malaysia,NA
1997-04-01,GDP,Malaysia,NA
1997-07-01,GDP,Malaysia,NA
1997-10-01,GDP,Malaysia,NA
1998-01-01,GDP,Malaysia,NA
1998-04-01,GDP,Malaysia,NA
1998-07-01,GDP,Malaysia,NA
1998-10-01,GDP,Malaysia,NA
1999-01-01,GDP,Malaysia,NA
1999-04-01,GDP,Malaysia,NA
1999-07-01,GDP,Malaysia,NA
1999-10-01,GDP,Malaysia,NA
2000-01-01,GDP,Malaysia,NA
2000-04-01,GDP,Malaysia,NA
2000-07-01,GDP,Malaysia,NA
2000-10-01,GDP,Malaysia,NA
2001-01-01,GDP,Malaysia,NA
2001-04-01,GDP,Malaysia,NA
2001-07-01,GDP,Malaysia,NA
2001-10-01,GDP,Malaysia,NA
2002-01-01,GDP,Malaysia,NA
2002-04-01,GDP,Malaysia,NA
2002-07-01,GDP,Malaysia,NA
2002-10-01,GDP,Malaysia,NA
2003-01-01,GDP,Malaysia,NA
2003-04-01,GDP,Malaysia,NA
2003-07-01,GDP,Malaysia,NA
2003-10-01,GDP,Malaysia,NA
2004-01-01,GDP,Malaysia,NA
2004-04-01,GDP,Malaysia,NA
2004-07-01,GDP,Malaysia,NA
2004-10-01,GDP,Malaysia,NA
2005-01-01,GDP,Malaysia,NA
2005-04-01,GDP,Malaysia,NA
2005-07-01,GDP,Malaysia,0.9474645698158145
2005-10-01,GDP,Malaysia,0.5229982251673823
2006-01-01,GDP,Malaysia,-0.267331020912793
2006-04-01,GDP,Malaysia,-0.5379335270685287
2006-07-01,GDP,Malaysia,-0.5546634667602864
2006-10-01,GDP,Malaysia,-0.5417171461963404
2007-01-01,GDP,Malaysia,-0.2666476928919682
2007-04-01,GDP,Malaysia,-0.19326352051370216
2007-07-01,GDP,Malaysia,-0.2269615323119224
2007-10-01,GDP,Malaysia,-0.43787142471405505
2008-01-01,GDP,Malaysia,-0.015935459086416574
2008-04-01,GDP,Malaysia,0.3514515075577233
2008-07-01,GDP,Malaysia,0.41435559881341777
2008-10-01,GDP,Malaysia,0.3645417700739128
2009-01-01,GDP,Malaysia,0.4579725367011485
2009-04-01,GDP,Malaysia,0.5260234543657446
2009-07-01,GDP,Malaysia,0.5380627347442122
2009-10-01,GDP,Malaysia,0.5428420892287462
2010-01-01,GDP,Malaysia,0.5530353611930192
2010-04-01,GDP,Malaysia,0.566386158284896
2010-07-01,GDP,Malaysia,0.5713262638520542
2010-10-01,GDP,Malaysia,0.5689706753023784
2011-01-01,GDP,Malaysia,0.5699752833254021
2011-04-01,GDP,Malaysia,0.5846759572692004
2011-07-01,GDP,Malaysia,0.5872583244056608
2011-10-01,GDP,Malaysia,0.5883435356543765
2012-01-01,GDP,Malaysia,0.5865894494523556
2012-04-01,GDP,Malaysia,0.5956574686472575
2012-07-01,GDP,Malaysia,0.6196731309998038
2012-10-01,GDP,Malaysia,0.7315355379316036
2013-01-01,GDP,Malaysia,0.7698649787436175
2013-04-01,GDP,Malaysia,0.6907307557695318
2013-07-01,GDP,Malaysia,0.6511132643835095
2013-10-01,GDP,Malaysia,0.7222193309755157
2014-01-01,GDP,Malaysia,0.6267011080288573
2014-04-01,GDP,Malaysia,0.2264781210137264
2014-07-01,GDP,Malaysia,-0.00693737899819484
2014-10-01,GDP,Malaysia,-0.1705274754607929
2015-01-01,GDP,Malaysia,-0.37023272612036556
2015-04-01,GDP,Malaysia,-0.4466071920518165
2015-07-01,GDP,Malaysia,-0.46934238597197314
2015-10-01,GDP,Malaysia,-0.4434246540295456
2016-01-01,GDP,Malaysia,-0.3546140450212891
2016-04-01,GDP,Malaysia,-0.35587274740173347
2016-07-01,GDP,Malaysia,-0.35167739553657684
2016-10-01,GDP,Malaysia,-0.340931667881072
2017-01-01,GDP,Malaysia,-0.28426732012696593
2017-04-01,GDP,Malaysia,-0.05432113137608874
2017-07-01,GDP,Malaysia,0.26786031003223043
2017-10-01,GDP,Malaysia,0.4207027080413775
2018-01-01,GDP,Malaysia,0.6849274864450456
2018-04-01,GDP,Malaysia,0.8747336464911074
2018-07-01,GDP,Malaysia,0.920963353023454
2018-10-01,GDP,Malaysia,0.9386774768104499
2019-01-01,GDP,Malaysia,0.9530670092933063
2019-04-01,GDP,Malaysia,0.9695234650616134
2019-07-01,GDP,Malaysia,0.9744269379591427
2019-10-01,GDP,Malaysia,0.9528826079888727
2020-01-01,GDP,Malaysia,0.91971918534742
2020-04-01,GDP,Malaysia,0.935493066564972
2020-07-01,GDP,Malaysia,0.8762536341466829
2020-10-01,GDP,Malaysia,0.8751997718473357
2021-01-01,GDP,Malaysia,0.8742767166575577
2021-04-01,GDP,Malaysia,0.8795866949552511
2021-07-01,GDP,Malaysia,0.8842450298743474
2021-10-01,GDP,Malaysia,0.8866247380400923
2022-01-01,GDP,Malaysia,0.8859460471800285
2022-04-01,GDP,Malaysia,0.875769153359437
2022-07-01,GDP,Malaysia,0.8633908992188348
2022-10-01,GDP,Malaysia,0.8599419660690778
2023-01-01,GDP,Malaysia,0.857923032353062
2023-04-01,GDP,Malaysia,0.8544549468900785
2023-07-01,GDP,Malaysia,0.8513290756313454
2023-10-01,GDP,Malaysia,0.8471066702880194
2024-01-01,GDP,Malaysia,0.8403319190259622
2024-04-01,GDP,Malaysia,0.8238431011590067
2024-07-01,GDP,Malaysia,0.8101190549508146
2024-10-01,GDP,Malaysia,0.8170917684152611
2025-01-01,GDP,Malaysia,0.8293630661501158
2025-04-01,GDP,Malaysia,0.6395494314321003
2025-07-01,GDP,Malaysia,0.7706654483303217
2025-10-01,GDP,Malaysia,0.768525614506371
1975-01-01,GDP,New Zealand,NA
1975-04-01,GDP,New Zealand,NA
1975-07-01,GDP,New Zealand,NA
1975-10-01,GDP,New Zealand,NA
1976-01-01,GDP,New Zealand,NA
1976-04-01,GDP,New Zealand,NA
1976-07-01,GDP,New Zealand,NA
1976-10-01,GDP,New Zealand,NA
1977-01-01,GDP,New Zealand,NA
1977-04-01,GDP,New Zealand,NA
1977-07-01,GDP,New Zealand,NA
1977-10-01,GDP,New Zealand,NA
1978-01-01,GDP,New Zealand,NA
1978-04-01,GDP,New Zealand,NA
1978-07-01,GDP,New Zealand,NA
1978-10-01,GDP,New Zealand,NA
1979-01-01,GDP,New Zealand,NA
1979-04-01,GDP,New Zealand,NA
1979-07-01,GDP,New Zealand,NA
1979-10-01,GDP,New Zealand,NA
1980-01-01,GDP,New Zealand,NA
1980-04-01,GDP,New Zealand,NA
1980-07-01,GDP,New Zealand,NA
1980-10-01,GDP,New Zealand,NA
1981-01-01,GDP,New Zealand,NA
1981-04-01,GDP,New Zealand,NA
1981-07-01,GDP,New Zealand,NA
1981-10-01,GDP,New Zealand,NA
1982-01-01,GDP,New Zealand,NA
1982-04-01,GDP,New Zealand,NA
1982-07-01,GDP,New Zealand,NA
1982-10-01,GDP,New Zealand,NA
1983-01-01,GDP,New Zealand,NA
1983-04-01,GDP,New Zealand,NA
1983-07-01,GDP,New Zealand,NA
1983-10-01,GDP,New Zealand,NA
1984-01-01,GDP,New Zealand,NA
1984-04-01,GDP,New Zealand,NA
1984-07-01,GDP,New Zealand,NA
1984-10-01,GDP,New Zealand,NA
1985-01-01,GDP,New Zealand,NA
1985-04-01,GDP,New Zealand,NA
1985-07-01,GDP,New Zealand,NA
1985-10-01,GDP,New Zealand,NA
1986-01-01,GDP,New Zealand,NA
1986-04-01,GDP,New Zealand,NA
1986-07-01,GDP,New Zealand,NA
1986-10-01,GDP,New Zealand,NA
1987-01-01,GDP,New Zealand,NA
1987-04-01,GDP,New Zealand,NA
1987-07-01,GDP,New Zealand,NA
1987-10-01,GDP,New Zealand,-0.8802626064484691
1988-01-01,GDP,New Zealand,-0.7149679259115338
1988-04-01,GDP,New Zealand,-0.7309480046373513
1988-07-01,GDP,New Zealand,-0.5374797010730357
1988-10-01,GDP,New Zealand,-0.5239573402290968
1989-01-01,GDP,New Zealand,-0.24138545149338786
1989-04-01,GDP,New Zealand,-0.27044218807726056
1989-07-01,GDP,New Zealand,-0.22140748276030334
1989-10-01,GDP,New Zealand,-0.21299588922841456
1990-01-01,GDP,New Zealand,-0.21903045248029132
1990-04-01,GDP,New Zealand,-0.21868914961235433
1990-07-01,GDP,New Zealand,-0.1974399469467367
1990-10-01,GDP,New Zealand,-0.1267636370758554
1991-01-01,GDP,New Zealand,-0.09943686954166214
1991-04-01,GDP,New Zealand,-0.15750889433747403
1991-07-01,GDP,New Zealand,-0.19331214728562748
1991-10-01,GDP,New Zealand,-0.20765739002217856
1992-01-01,GDP,New Zealand,-0.11589576369059267
1992-04-01,GDP,New Zealand,0.05034168650429695
1992-07-01,GDP,New Zealand,0.018145524260744113
1992-10-01,GDP,New Zealand,0.10868420024286894
1993-01-01,GDP,New Zealand,0.2412206388139773
1993-04-01,GDP,New Zealand,0.32632863936145384
1993-07-01,GDP,New Zealand,0.3805510609967743
1993-10-01,GDP,New Zealand,0.3901885543977704
1994-01-01,GDP,New Zealand,0.3045457106920833
1994-04-01,GDP,New Zealand,0.39950204761086155
1994-07-01,GDP,New Zealand,0.3876218350634197
1994-10-01,GDP,New Zealand,0.315952040474477
1995-01-01,GDP,New Zealand,0.3956355532761651
1995-04-01,GDP,New Zealand,0.47105075900000454
1995-07-01,GDP,New Zealand,0.4848099161017559
1995-10-01,GDP,New Zealand,0.515978947575612
1996-01-01,GDP,New Zealand,0.5345183929457851
1996-04-01,GDP,New Zealand,0.5737220218348121
1996-07-01,GDP,New Zealand,0.5911201352534171
1996-10-01,GDP,New Zealand,0.5575541497413686
1997-01-01,GDP,New Zealand,0.47659566937626285
1997-04-01,GDP,New Zealand,0.45954443804585926
1997-07-01,GDP,New Zealand,0.5120698200264264
1997-10-01,GDP,New Zealand,0.3986760026473632
1998-01-01,GDP,New Zealand,0.31905347959889424
1998-04-01,GDP,New Zealand,0.383634340044396
1998-07-01,GDP,New Zealand,0.5258765591211868
1998-10-01,GDP,New Zealand,0.5609573477565688
1999-01-01,GDP,New Zealand,0.625547735018107
1999-04-01,GDP,New Zealand,0.6690935453951967
1999-07-01,GDP,New Zealand,0.6762626426400868
1999-10-01,GDP,New Zealand,0.7003326288695133
2000-01-01,GDP,New Zealand,0.6713503530084913
2000-04-01,GDP,New Zealand,0.6949864495404245
2000-07-01,GDP,New Zealand,0.6986702225232191
2000-10-01,GDP,New Zealand,0.6914924235155424
2001-01-01,GDP,New Zealand,0.6242977842467321
2001-04-01,GDP,New Zealand,0.6084166927725847
2001-07-01,GDP,New Zealand,0.5723509688774133
2001-10-01,GDP,New Zealand,0.5176033096720706
2002-01-01,GDP,New Zealand,0.5209852668342325
2002-04-01,GDP,New Zealand,0.42014666331602907
2002-07-01,GDP,New Zealand,0.15098389648673394
2002-10-01,GDP,New Zealand,0.0880467881330094
2003-01-01,GDP,New Zealand,0.1559670038818892
2003-04-01,GDP,New Zealand,0.09720613928480301
2003-07-01,GDP,New Zealand,-0.062395327390262996
2003-10-01,GDP,New Zealand,-0.09497528968207401
2004-01-01,GDP,New Zealand,-0.0609698183105571
2004-04-01,GDP,New Zealand,-0.056482948572754356
2004-07-01,GDP,New Zealand,-0.0296293144508202
2004-10-01,GDP,New Zealand,0.009964731759364458
2005-01-01,GDP,New Zealand,0.18762063593487047
2005-04-01,GDP,New Zealand,0.2971195151856946
2005-07-01,GDP,New Zealand,0.3115356959084525
2005-10-01,GDP,New Zealand,0.3097920749136887
2006-01-01,GDP,New Zealand,0.19372997710122886
2006-04-01,GDP,New Zealand,0.23548901475775416
2006-07-01,GDP,New Zealand,0.07103771264135433
2006-10-01,GDP,New Zealand,-0.1878217360204068
2007-01-01,GDP,New Zealand,-0.28978089165199655
2007-04-01,GDP,New Zealand,-0.26131687052207747
2007-07-01,GDP,New Zealand,-0.252337299482729
2007-10-01,GDP,New Zealand,-0.3489866435861519
2008-01-01,GDP,New Zealand,-0.282341753041899
2008-04-01,GDP,New Zealand,-0.3150915210874757
2008-07-01,GDP,New Zealand,-0.41275876531923256
2008-10-01,GDP,New Zealand,-0.4446132193753886
2009-01-01,GDP,New Zealand,-0.19638296074549752
2009-04-01,GDP,New Zealand,-0.08598736248647354
2009-07-01,GDP,New Zealand,-0.04578065732913454
2009-10-01,GDP,New Zealand,-0.027511408409378706
2010-01-01,GDP,New Zealand,-0.023933770375420937
2010-04-01,GDP,New Zealand,-0.05405713837518997
2010-07-01,GDP,New Zealand,-0.03996509171301061
2010-10-01,GDP,New Zealand,-0.0443585070597314
2011-01-01,GDP,New Zealand,-0.04172387231970263
2011-04-01,GDP,New Zealand,-0.07138103896807191
2011-07-01,GDP,New Zealand,-0.05981497854887838
2011-10-01,GDP,New Zealand,-0.055111648440171884
2012-01-01,GDP,New Zealand,-0.06405083008540488
2012-04-01,GDP,New Zealand,-0.061441426284824165
2012-07-01,GDP,New Zealand,-0.02934243031171587
2012-10-01,GDP,New Zealand,0.10806406644871026
2013-01-01,GDP,New Zealand,0.058755671728215324
2013-04-01,GDP,New Zealand,0.018231300670938404
2013-07-01,GDP,New Zealand,0.017403438313579895
2013-10-01,GDP,New Zealand,0.05305892366318103
2014-01-01,GDP,New Zealand,-0.14069881080781688
2014-04-01,GDP,New Zealand,-0.26727041611963276
2014-07-01,GDP,New Zealand,-0.2828220879513214
2014-10-01,GDP,New Zealand,-0.26540023211004976
2015-01-01,GDP,New Zealand,-0.09410405619544251
2015-04-01,GDP,New Zealand,-0.05987552734724814
2015-07-01,GDP,New Zealand,-0.16155243542326883
2015-10-01,GDP,New Zealand,-0.17386172025254512
2016-01-01,GDP,New Zealand,-0.22395433332368042
2016-04-01,GDP,New Zealand,-0.23380141665713608
2016-07-01,GDP,New Zealand,-0.25503792189580227
2016-10-01,GDP,New Zealand,-0.27097575018103925
2017-01-01,GDP,New Zealand,-0.2485110009623714
2017-04-01,GDP,New Zealand,-0.14729544126043406
2017-07-01,GDP,New Zealand,0.021918660239151837
2017-10-01,GDP,New Zealand,0.17988274171805316
2018-01-01,GDP,New Zealand,0.38352139083196857
2018-04-01,GDP,New Zealand,0.6023903131115187
2018-07-01,GDP,New Zealand,0.5912782585396221
2018-10-01,GDP,New Zealand,0.6935225803051256
2019-01-01,GDP,New Zealand,0.7757026904213502
2019-04-01,GDP,New Zealand,0.762475859955372
2019-07-01,GDP,New Zealand,0.7501308251786379
2019-10-01,GDP,New Zealand,0.7490063944102718
2020-01-01,GDP,New Zealand,0.6058340716859655
2020-04-01,GDP,New Zealand,0.8205166248046369
2020-07-01,GDP,New Zealand,0.7409258714253145
2020-10-01,GDP,New Zealand,0.6844908002753146
2021-01-01,GDP,New Zealand,0.615801516009207
2021-04-01,GDP,New Zealand,0.5574418194529971
2021-07-01,GDP,New Zealand,0.585629030977485
2021-10-01,GDP,New Zealand,0.5759651730469719
2022-01-01,GDP,New Zealand,0.5749681657053316
2022-04-01,GDP,New Zealand,0.5708716965721342
2022-07-01,GDP,New Zealand,0.5552634825314933
2022-10-01,GDP,New Zealand,0.5435161498788726
2023-01-01,GDP,New Zealand,0.5380763909529199
2023-04-01,GDP,New Zealand,0.5339261430437672
2023-07-01,GDP,New Zealand,0.5431043359144244
2023-10-01,GDP,New Zealand,0.5414689019600835
2024-01-01,GDP,New Zealand,0.5355355052871803
2024-04-01,GDP,New Zealand,0.5519755548793337
2024-07-01,GDP,New Zealand,0.563795641082928
2024-10-01,GDP,New Zealand,0.5583232666027051
2025-01-01,GDP,New Zealand,0.5888745159150451
2025-04-01,GDP,New Zealand,-0.16324814414737662
2025-07-01,GDP,New Zealand,-0.19256918518515995
2025-10-01,GDP,New Zealand,-0.19353293171197372
1975-01-01,GDP,Philippines,NA
1975-04-01,GDP,Philippines,NA
1975-07-01,GDP,Philippines,NA
1975-10-01,GDP,Philippines,NA
1976-01-01,GDP,Philippines,NA
1976-04-01,GDP,Philippines,NA
1976-07-01,GDP,Philippines,NA
1976-10-01,GDP,Philippines,NA
1977-01-01,GDP,Philippines,NA
1977-04-01,GDP,Philippines,NA
1977-07-01,GDP,Philippines,NA
1977-10-01,GDP,Philippines,NA
1978-01-01,GDP,Philippines,NA
1978-04-01,GDP,Philippines,NA
1978-07-01,GDP,Philippines,NA
1978-10-01,GDP,Philippines,NA
1979-01-01,GDP,Philippines,NA
1979-04-01,GDP,Philippines,NA
1979-07-01,GDP,Philippines,NA
1979-10-01,GDP,Philippines,NA
1980-01-01,GDP,Philippines,NA
1980-04-01,GDP,Philippines,NA
1980-07-01,GDP,Philippines,NA
1980-10-01,GDP,Philippines,NA
1981-01-01,GDP,Philippines,NA
1981-04-01,GDP,Philippines,NA
1981-07-01,GDP,Philippines,NA
1981-10-01,GDP,Philippines,NA
1982-01-01,GDP,Philippines,NA
1982-04-01,GDP,Philippines,NA
1982-07-01,GDP,Philippines,NA
1982-10-01,GDP,Philippines,NA
1983-01-01,GDP,Philippines,NA
1983-04-01,GDP,Philippines,NA
1983-07-01,GDP,Philippines,NA
1983-10-01,GDP,Philippines,NA
1984-01-01,GDP,Philippines,NA
1984-04-01,GDP,Philippines,NA
1984-07-01,GDP,Philippines,NA
1984-10-01,GDP,Philippines,NA
1985-01-01,GDP,Philippines,NA
1985-04-01,GDP,Philippines,NA
1985-07-01,GDP,Philippines,NA
1985-10-01,GDP,Philippines,NA
1986-01-01,GDP,Philippines,NA
1986-04-01,GDP,Philippines,NA
1986-07-01,GDP,Philippines,NA
